Kommunkod;Kommun;Folkmängd 31 december 2020;Huvudgrupp kod;Huvudgrupp namn;Kommungrupp kod;Kommungrupp 2017 namn;Länskod;Län;Region;;;;;;;;;;;;;;;;;;;;;;;
1446;Karlsborg;6 962;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1447;Gullspång;5 169;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1452;Tranemo;11 885;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1460;Bengtsfors;9 591;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1461;Mellerud;9 312;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1462;Lilla Edet;14 282;A;Storstäder och storstadsnära kommuner;2;Pendlingskommun nära storstad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1463;Mark;34 896;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1465;Svenljunga;10 751;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1466;Herrljunga;9 444;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1470;Vara;16 096;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1471;Götene;13 194;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1472;Tibro;11 297;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1473;Töreboda;9 281;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1480;Göteborg;583 056;A;Storstäder och storstadsnära kommuner;1;Storstäder;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1481;Mölndal;69 901;A;Storstäder och storstadsnära kommuner;2;Pendlingskommun nära storstad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1482;Kungälv;47 050;A;Storstäder och storstadsnära kommuner;2;Pendlingskommun nära storstad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1484;Lysekil;14 366;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1485;Uddevalla;56 787;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1486;Strömstad;13 244;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1487;Vänersborg;39 624;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1488;Trollhättan;59 249;B;Större städer och kommuner nära större stad;3;Större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1489;Alingsås;41 602;A;Storstäder och storstadsnära kommuner;2;Pendlingskommun nära storstad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1490;Borås;113 714;B;Större städer och kommuner nära större stad;3;Större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1491;Ulricehamn;24 704;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1492;Åmål;12 441;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1493;Mariestad;24 513;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1494;Lidköping;40 328;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1495;Skara;18 695;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1496;Skövde;56 791;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1497;Hjo;9 229;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1498;Tidaholm;12 790;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1499;Falköping;33 238;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;14;Västra Götalands län;Västra Götalandsregionen;;;;;;;;;;;;;;;;;;;;;;;
1715;Kil;12 115;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1730;Eda;8 550;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1737;Torsby;11 549;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1760;Storfors;3 990;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1761;Hammarö;16 668;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1762;Munkfors;3 725;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1763;Forshaga;11 524;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1764;Grums;9 043;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1765;Årjäng;9 996;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1766;Sunne;13 335;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1780;Karlstad;94 828;B;Större städer och kommuner nära större stad;3;Större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1781;Kristinehamn;24 190;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1782;Filipstad;10 503;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1783;Hagfors;11 517;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1784;Arvika;25 932;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1785;Säffle;15 420;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;17;Värmlands län;Region Värmland;;;;;;;;;;;;;;;;;;;;;;;
1814;Lekeberg;8 472;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1860;Laxå;5 659;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1861;Hallsberg;15 990;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1862;Degerfors;9 631;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1863;Hällefors;6 896;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1864;Ljusnarsberg;4 674;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1880;Örebro;156 381;B;Större städer och kommuner nära större stad;3;Större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1881;Kumla;21 862;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1882;Askersund;11 471;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1883;Karlskoga;30 263;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1884;Nora;10 686;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1885;Lindesberg;23 658;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;18;Örebro län;Region Örebro län;;;;;;;;;;;;;;;;;;;;;;;
1904;Skinnskatteberg;4 366;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1907;Surahammar;10 092;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1960;Kungsör;8 745;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1961;Hallstahammar;16 400;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1962;Norberg;5 729;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1980;Västerås;155 551;B;Större städer och kommuner nära större stad;3;Större stad;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1981;Sala;22 867;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1982;Fagersta;13 267;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1983;Köping;26 085;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
1984;Arboga;14 039;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;19;Västmanlands län;Region Västmanland;;;;;;;;;;;;;;;;;;;;;;;
2021;Vansbro;6 801;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2023;Malung-Sälen;10 177;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2026;Gagnef;10 378;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2029;Leksand;15 801;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2031;Rättvik;11 047;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2034;Orsa;6 877;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2039;Älvdalen;7 033;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2061;Smedjebacken;10 854;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2062;Mora;20 492;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2080;Falun;59 528;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2081;Borlänge;52 394;B;Större städer och kommuner nära större stad;3;Större stad;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2082;Säter;11 161;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2083;Hedemora;15 462;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2084;Avesta;23 067;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2085;Ludvika;26 604;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;20;Dalarnas län;Region Dalarna;;;;;;;;;;;;;;;;;;;;;;;
2101;Ockelbo;5 884;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2104;Hofors;9 570;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2121;Ovanåker;11 672;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2132;Nordanstig;9 483;C;Mindre städer/tätorter och landsbygdskommuner;7;Pendlingskommun nära mindre stad/tätort;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2161;Ljusdal;18 867;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2180;Gävle;102 904;B;Större städer och kommuner nära större stad;3;Större stad;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2181;Sandviken;39 290;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2182;Söderhamn;25 492;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2183;Bollnäs;26 809;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2184;Hudiksvall;37 531;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;21;Gävleborgs län;Region Gävleborg;;;;;;;;;;;;;;;;;;;;;;;
2260;Ånge;9 226;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2262;Timrå;17 963;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2280;Härnösand;25 114;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2281;Sundsvall;99 439;B;Större städer och kommuner nära större stad;3;Större stad;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2282;Kramfors;18 133;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2283;Sollefteå;18 872;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2284;Örnsköldsvik;55 807;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;22;Västernorrlands län;Region Västernorrland;;;;;;;;;;;;;;;;;;;;;;;
2303;Ragunda;5 208;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2305;Bräcke;6 181;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2309;Krokom;15 054;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2313;Strömsund;11 488;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2321;Åre;12 049;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2326;Berg;7 120;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2361;Härjedalen;10 070;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2380;Östersund;63 985;B;Större städer och kommuner nära större stad;3;Större stad;23;Jämtlands län;Region Jämtland Härjedalen;;;;;;;;;;;;;;;;;;;;;;;
2401;Nordmaling;7 108;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2403;Bjurholm;2 387;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2404;Vindeln;5 485;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2409;Robertsfors;6 748;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2417;Norsjö;3 945;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2418;Malå;3 024;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2421;Storuman;5 826;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2422;Sorsele;2 442;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2425;Dorotea;2 498;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2460;Vännäs;8 997;B;Större städer och kommuner nära större stad;4;Pendlingskommun nära större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2462;Vilhelmina;6 539;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2463;Åsele;2 805;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2480;Umeå;130 224;B;Större städer och kommuner nära större stad;3;Större stad;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2481;Lycksele;12 324;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2482;Skellefteå;72 840;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;24;Västerbottens län;Region Västerbotten;;;;;;;;;;;;;;;;;;;;;;;
2505;Arvidsjaur;6 145;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2506;Arjeplog;2 718;C;Mindre städer/tätorter och landsbygdskommuner;9;Landsbygdskommun med besöksnäring;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2510;Jokkmokk;4 851;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2513;Överkalix;3 289;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2514;Kalix;15 812;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2518;Övertorneå;4 217;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2521;Pajala;5 966;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2523;Gällivare;17 462;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2560;Älvsbyn;8 054;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2580;Luleå;78 549;B;Större städer och kommuner nära större stad;3;Större stad;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2581;Piteå;42 226;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2582;Boden;28 060;B;Större städer och kommuner nära större stad;5;Lågpendlingskommun nära större stad;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2583;Haparanda;9 601;C;Mindre städer/tätorter och landsbygdskommuner;8;Landsbygdskommun;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
2584;Kiruna;22 664;C;Mindre städer/tätorter och landsbygdskommuner;6;Mindre stad/tätort;25;Norrbottens län;Region Norrbotten;;;;;;;;;;;;;;;;;;;;;;;
